0,0.06679636557752976
0,0.13912783360518652
1,0.27982382013864376
1,0.4072595599253941
1,0.5229560357120921
1,0.6290781819551453
1,0.6790568106852617
2,0.7736361277177597
2,0.861882821960763
2,0.9446182350440387
2,1.0225053025533826
2,1.0960885798783309
3,1.1658219032825425
3,1.2320881559046275
3,1.2952137745098993
3,1.3554796337534472
4,1.4131293662355229
4,1.4683758253901984
4,1.5214061766563003
4,1.5723859580700748
4,1.6214623548762261
5,1.6687668666518878
5,1.7144174992518435
5,1.7585205810289948
5,1.8011722790364662
6,1.8424598735037347
6,1.8824628359418794
6,1.9212537465066646
6,1.958899078855662
6,1.9954598750603152
7,2.030992328736316
7,2.065548291118748
7,2.0991757121007666
7,2.131919026105386
8,2.1638194909420796
8,2.194915486417771
8,2.225242778352891
8,2.2548347527421084
8,2.28372262405339
9,2.311935621045158
9,2.339501152973551
9,2.366444958639908
9,2.3927912403764657
10,2.4185627847731284
10,2.4437810716997888
10,2.468466372968888
10,2.492637841804987
10,2.516313594136777
11,2.5395107825977354
11,2.5622456640109568
11,2.5845336610386287
11,2.6057996734257394
12,2.6272468721558666
12,2.6482939317473746
12,2.6689481070162087
12,2.689221380707809
12,2.7091252247759994
13,2.7286705868676444
13,2.7478679215765953
13,2.766727219765921
13,2.785258035741258
14,2.803469512459048
14,2.821370404938383
14,2.8389691020284915
14,2.856273646669009
15,2.873291754766991
15,2.890030832802831
15,2.906497994266735
15,2.922700075018028
15,2.9386436476511313
16,2.9543350349445205
16,2.9697803224621966
16,2.9849853703711045
16,2.999955824532446
17,3.0146971269198812
17,3.029214525413143
17,3.0435130830115438
17,3.0575976865081866
17,3.0714730546623787
18,3.0783337060568385
18,3.091903720151079
18,3.1052756101532712
18,3.118453564594971
18,3.13144163540306
19,3.1442437438606268
19,3.156863686247251
19,3.1631064986407087
19,3.1754600495722216
19,3.1876404125986926
20,3.1996509867391016
20,3.2114950679378174
20,3.223175853269894
20,3.2346964449349547
21,3.2460598540522803
21,3.257269004268852
21,3.2683267351912844
21,3.2792358056518562
21,3.2899988968181533
22,3.30061861515521
22,3.3110974952484544
22,3.3214380024952117
22,3.331642535672035
23,3.3417134293846504
23,3.351652956406889
23,3.361463329914569
23,3.371146705619926
23,3.380705183811836
24,3.390140811306769
24,3.3994555833150977
24,3.4086514452271173
24,3.4177302943228693
25,3.426693981409625
25,3.435544312390648
25,3.444283049768666
25,3.452911914087256
25,3.4614325853131893
26,3.4698467041626015
26,3.4781558733736837
26,3.486361658928457
26,3.494465591226033
27,3.5024691662096505
27,3.510373846449636
27,3.518181062184331
27,3.5258922123209167
27,3.5335086653979646
28,3.541031760511441
28,3.548462808205812
28,3.552144216220675
28,3.55943958970386
28,3.5664952424089544
29,3.57361446574632
29,3.5806492877761364
29,3.587598781094944
29,3.5944640689392204
29,3.5978417939566776
30,3.6045360297021016
30,3.6111499730216168
30,3.617684667486227
30,3.6241411355461866
31,3.630520380243233
31,3.63682338574071
31,3.643051117835638
31,3.6492045244535123
31,3.655284536126514
32,3.661292066455786
32,3.6672280125584065
32,3.6730932554996487
32,3.678888660711107
33,3.684654205511269
33,3.690351075584195
33,3.69597970477461
33,3.701540914862541
33,3.70703551708449
34,3.71246430885663
34,3.7178280740915723
34,3.723127583535012
34,3.7283635950920697
35,3.733536854143476
35,3.738648093851966
35,3.743698035459243
35,3.7486873885738405
35,3.753616851450229
36,3.758487111259464
36,3.763298844351684
36,3.768052716510744
36,3.772749383201264
37,3.777389489808352
37,3.7819736718702623
37,3.786502555304227
37,3.7909767566257035
37,3.795396883161253
38,3.7997635332552755
38,3.804077296470805
38,3.8083387537845623
38,3.8125484777764633
39,3.8167070328137633
39,3.8208149752300162
39,3.8248728534990177
39,3.8288812084039003
39,3.8328405732015347
40,3.8367514737823916
40,3.840614428826009
40,3.844429949952209
40,3.848198541868197
41,3.8518477614702262
